SQ1,SQ2,SQ3,SQ5,SQ7,SQ8,Q2_7,Q2_8,Q2_9,Q2_10,Q4_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q12_2,Q14_2,Q17,Q18,Q19,Q20,Q22,Q23,Q28,Q29,Q30,Q31,Q38,Q39,Q41
2,29,38,7,27,1,2,6,6,7,3,11,5,5,4,5,7,6,6,18,2,3,1,2,1,1,2,1,28,,4,1,4,5
2,33,14,7,8,2,7,6,6,8,2,3,7,7,7,7,6,5,5,4,28,40,3,5,3,2,2,1,28,,2,6,3,8
2,38,13,7,25,1,6,4,3,6,3,8,5,5,5,5,5,5,5,5,8,10,1,6,1,1,3,1,8,2,3,1,3,4
1,39,1,7,8,1,10,10,10,10,1,11,10,10,10,10,10,10,10,6,28,60,1,5,3,2,2,1,8,2,2,1,3,4
2,43,13,8,8,1,5,5,5,5,3,7,5,5,5,5,5,5,5,3,2,60,1,5,1,1,2,5,,,4,6,8,7
2,41,12,7,2,2,5,5,8,8,2,9,8,5,5,7,7,7,5,4,8,60,1,3,2,1,2,4,,,4,1,3,3
2,30,34,7,8,1,6,6,6,6,2,18,6,6,6,5,5,5,5,13,28,3,2,5,1,3,1,1,28,,2,1,3,2
1,39,24,7,25,1,6,7,7,7,3,8,6,6,6,6,7,6,6,4,28,15,1,5,2,1,1,1,8,2,3,1,2,4
2,50,4,7,21,2,7,7,7,7,2,11,7,7,7,8,7,7,7,18,9,10,1,5,1,1,2,5,,,3,6,2,3
1,55,14,7,8,1,8,8,8,8,2,8,8,8,8,9,9,9,8,4,25,45,1,5,1,1,2,1,8,2,4,2,3,11
2,42,11,7,8,1,6,6,7,6,3,1,6,6,6,6,5,6,6,18,28,30,3,3,3,2,1,1,28,,3,4,8,6
1,45,10,7,8,1,8,8,8,8,3,3,8,8,8,8,8,8,8,5,28,20,1,15,1,2,2,1,8,2,2,6,3,5
1,50,27,7,25,1,5,2,8,6,3,18,3,3,3,2,3,3,3,18,28,60,1,10,1,1,2,1,25,5,2,1,9,2
1,58,14,7,2,1,4,6,7,6,3,7,6,6,6,4,4,5,6,4,25,30,1,5,2,5,3,1,25,10,2,1,4,14
2,43,11,7,25,1,5,6,7,8,2,9,8,8,7,8,7,8,8,18,28,30,1,3,1,1,2,1,25,1,4,1,2,4
1,42,14,7,25,1,8,8,8,8,2,2,8,8,8,8,8,8,8,5,8,15,1,3,1,1,2,1,8,6,1,2,3,10
1,31,26,7,8,2,7,6,7,7,2,6,7,8,8,8,6,8,6,5,24,5,3,2,3,1,2,3,,,2,1,3,5
2,34,20,7,8,2,7,7,7,7,2,7,7,7,7,7,7,7,7,4,28,30,2,3,4,2,2,1,8,1,1,2,7,4
2,40,12,7,8,1,6,6,6,6,3,11,6,6,6,6,6,6,6,14,2,20,1,8,1,1,2,5,,,4,1,8,2
2,49,34,7,8,2,7,5,8,8,2,13,7,7,7,7,7,7,7,18,28,30,1,3,1,1,2,1,8,3,4,1,3,14
1,54,13,7,8,2,8,7,9,7,2,10,7,8,7,8,8,8,8,6,12,10,3,3,1,1,3,1,8,1,4,6,3,7
1,30,40,7,8,2,2,3,4,4,2,3,3,7,6,7,8,3,3,1,12,15,1,4,3,1,2,1,8,3,1,1,4,5
2,28,11,7,8,2,5,7,7,7,2,11,6,6,5,5,5,6,6,18,25,20,2,4,1,1,2,1,8,6,1,1,3,3
1,63,27,7,8,1,6,6,6,6,3,19,7,7,6,7,6,7,6,18,28,7,7,4,2,1,3,1,28,,1,1,9,2
2,33,23,7,2,1,6,6,6,4,3,10,6,6,5,4,5,3,5,18,11,15,1,6,1,2,2,1,2,3,2,6,7,5
1,50,13,7,25,2,5,6,7,7,2,13,8,8,7,8,9,8,9,14,2,15,1,2,2,1,2,1,8,6,4,2,3,14
1,45,13,7,24,1,7,7,7,7,2,9,7,7,7,7,7,7,7,18,28,90,2,10,4,1,3,1,8,2,1,1,3,9
2,22,9,7,24,2,6,6,7,7,2,13,8,8,8,8,8,8,8,16,8,30,3,5,1,1,2,10,,,1,1,3,6
1,32,7,7,12,1,7,7,7,7,2,11,6,6,6,6,6,6,7,18,8,30,4,3,1,1,2,1,12,2,3,2,4,8
2,31,14,7,8,1,7,8,8,7,2,11,8,8,9,8,8,8,8,6,28,30,2,5,4,2,2,1,8,1,1,4,3,5
2,46,14,7,2,1,5,5,5,5,3,3,6,6,6,6,6,6,6,18,24,30,1,3,1,1,2,1,24,6,3,2,7,6
1,40,9,7,12,1,5,4,4,5,4,2,6,4,5,7,6,4,5,18,8,30,2,2,3,1,2,1,12,1,1,2,3,4
1,50,20,7,8,2,5,5,4,5,3,19,4,4,4,5,4,4,4,18,28,60,7,10,1,1,2,1,28,,1,2,3,9
1,48,27,7,8,2,8,8,9,9,1,10,8,8,8,9,7,8,9,6,12,5,1,2,1,2,1,1,8,2,2,6,3,11
1,20,34,7,8,2,10,10,10,10,1,8,10,10,10,10,10,10,10,18,28,10,1,1,2,1,2,1,8,2,1,1,1,2
1,30,22,7,8,1,7,9,7,7,1,2,8,8,8,8,8,8,8,3,28,180,2,5,1,1,1,1,28,,2,2,3,5
2,48,13,7,8,2,6,7,6,6,2,10,8,8,6,7,8,6,7,18,12,10,1,4,1,1,3,1,28,,1,2,8,14
1,66,12,7,21,1,8,7,8,8,2,11,7,8,6,8,7,8,8,18,24,7,1,4,5,1,2,1,28,,3,6,8,3
2,39,27,7,12,1,8,9,8,8,2,9,8,8,7,8,8,8,8,6,28,30,1,2,1,1,3,1,12,1,3,6,2,5
1,44,40,7,21,2,8,6,8,10,2,8,8,7,6,7,8,8,8,5,8,300,2,10,3,3,2,1,8,2,3,6,4,5
1,45,13,7,27,2,10,10,10,9,2,9,9,9,9,8,9,8,8,6,28,60,1,10,2,3,2,8,,,4,6,3,7
1,35,24,7,8,1,5,5,6,5,2,11,8,7,7,8,8,8,7,18,25,30,2,3,2,1,2,11,,,4,1,3,4
1,33,47,7,7,2,3,3,3,3,3,11,5,5,5,5,5,5,5,18,2,14,1,1,1,1,2,1,8,3,3,6,3,14
2,30,12,7,25,2,8,8,8,8,2,9,8,8,5,5,5,5,8,18,8,15,3,3,1,1,3,1,8,6,3,2,8,3
1,29,13,7,8,1,9,10,8,9,1,7,10,9,9,10,9,9,9,4,28,150,1,30,3,2,2,1,8,1,2,2,3,6
2,37,27,7,24,1,5,5,5,6,3,13,6,6,6,6,6,5,6,18,2,30,3,3,3,2,2,1,24,4,4,6,7,14
1,52,13,7,27,2,7,7,7,7,2,9,8,7,7,7,7,7,7,18,12,21,2,1,1,1,1,1,12,4,1,1,3,4
2,32,34,7,8,2,8,8,8,8,2,10,6,6,6,6,6,6,6,2,28,14,2,3,2,1,2,9,,,4,2,3,9
2,25,14,7,25,2,7,8,7,8,2,3,8,7,7,6,6,7,7,3,8,20,1,5,4,1,2,3,,,3,1,3,10
2,32,11,7,25,1,3,3,3,3,4,8,6,5,4,6,5,5,5,18,2,60,1,5,4,1,2,1,2,6,4,6,8,14
1,39,28,7,8,2,7,8,8,9,1,10,10,8,9,8,8,8,8,14,2,90,3,10,1,1,2,1,24,6,1,1,3,6
2,31,11,7,8,1,8,8,8,8,2,13,8,8,7,8,8,8,7,6,2,60,3,3,1,1,2,1,2,6,3,8,3,4
2,28,13,7,8,1,4,6,7,6,2,10,8,6,4,6,5,8,8,18,25,20,1,15,1,2,2,1,8,1,2,1,3,5
1,56,23,7,8,2,7,8,8,8,2,2,8,8,8,8,8,8,8,4,28,30,2,3,2,1,2,1,8,1,1,1,2,5
2,27,10,7,8,1,8,8,8,8,2,8,8,8,8,8,9,8,8,18,28,100,1,3,3,1,2,1,8,6,2,1,3,4
1,46,24,7,8,2,8,9,9,9,1,11,9,9,8,9,8,9,9,2,12,30,2,10,5,3,2,1,8,1,2,6,3,5
2,33,22,7,8,2,9,9,9,9,2,8,9,9,9,9,9,9,9,18,28,90,1,8,1,1,2,1,8,1,4,6,7,3
2,34,34,7,8,1,5,5,5,5,2,11,5,6,8,7,8,8,8,14,28,2,1,1,1,1,2,9,,,1,1,8,14
1,32,14,7,20,1,5,5,5,4,3,6,5,5,5,5,5,5,6,3,28,30,7,5,4,3,3,2,,,2,6,3,6
2,44,26,7,25,1,7,9,6,6,2,15,7,7,7,7,7,8,8,18,8,2,1,2,1,1,1,1,28,,2,6,7,7
1,49,31,7,27,2,8,8,8,7,2,2,7,7,8,7,7,8,8,16,28,30,4,3,1,4,2,11,,,2,6,3,6
1,39,14,7,10,1,6,5,10,9,2,2,6,7,8,6,7,7,7,12,28,60,4,2,1,3,1,7,,,3,1,2,2
1,52,22,7,2,1,5,5,4,4,4,13,6,6,4,6,5,5,5,4,8,25,1,3,1,1,2,2,,,3,1,3,9
2,41,46,7,8,1,7,8,5,8,2,9,7,7,8,7,6,7,7,18,28,30,2,4,3,3,1,1,28,,2,1,3,14
1,34,14,7,8,1,10,9,6,10,3,3,9,9,9,9,9,9,9,5,2,30,2,50,3,3,2,1,8,1,2,1,3,4
1,28,27,7,8,2,8,8,7,6,2,7,7,6,6,7,7,7,6,2,28,14,3,4,3,1,2,1,28,,4,5,2,7
2,34,2,7,8,2,4,4,5,3,3,13,5,5,5,5,5,5,5,18,2,60,1,3,1,1,2,1,28,,2,6,4,3
2,29,27,7,8,2,8,8,7,8,2,9,8,7,6,7,7,7,7,18,25,50,2,5,2,1,1,1,12,6,1,1,10,14
1,35,13,7,8,2,6,7,7,6,3,1,5,6,6,6,5,6,6,3,25,40,3,10,3,3,2,1,8,1,2,2,3,10
2,43,14,7,8,1,4,3,5,6,3,9,6,6,6,6,6,6,5,5,2,90,1,5,3,1,2,4,,,4,6,8,7
1,49,12,7,8,2,6,6,6,6,3,7,6,6,6,6,6,6,6,5,12,9,3,5,3,1,3,2,,,3,1,3,14
1,53,4,7,12,1,8,8,9,8,2,9,8,8,9,8,8,8,8,14,8,10,2,3,2,2,2,1,8,6,2,1,3,8
2,32,28,7,8,2,8,7,8,7,2,11,6,7,7,7,7,8,7,18,25,20,2,2,2,1,1,1,25,2,1,2,8,8
2,28,11,7,2,2,6,6,6,6,2,13,6,6,6,6,6,6,6,5,28,30,3,3,2,1,2,4,,,1,2,8,14
2,26,1,7,8,2,7,6,8,8,2,16,7,8,6,7,8,8,8,6,25,28,2,4,3,1,2,1,8,2,4,1,3,4
2,36,13,7,8,2,5,6,6,6,3,3,5,5,6,6,6,5,6,5,28,60,1,5,6,1,2,1,8,1,4,1,3,6
2,39,12,7,24,1,6,6,6,6,2,14,5,6,6,6,6,6,6,18,28,10,1,2,1,2,3,4,,,1,6,7,5
1,48,34,7,12,2,4,4,4,4,3,2,4,4,4,4,4,5,4,18,28,10,3,2,1,1,2,1,12,3,4,1,3,14
2,24,1,7,8,2,5,4,7,7,2,15,7,6,5,6,7,9,7,18,12,30,3,5,1,2,1,1,8,2,2,1,8,2
2,47,21,7,8,1,8,10,10,9,1,8,9,9,8,9,9,9,10,4,25,20,1,25,1,1,2,1,8,3,4,1,4,8
2,37,14,7,8,2,6,6,7,7,3,10,7,7,7,7,7,7,7,18,28,20,2,2,7,2,2,1,8,2,2,1,2,3
1,42,1,8,8,2,10,10,10,10,1,3,10,10,10,10,10,10,10,5,28,2,1,3,3,1,2,1,24,6,2,6,3,14
2,41,46,7,8,2,5,5,5,6,2,9,7,7,7,6,7,5,6,2,28,10,3,2,1,1,3,1,8,2,1,1,3,3
1,21,7,7,8,2,8,9,10,9,1,9,7,8,6,6,8,10,9,6,28,90,1,2,1,3,2,6,,,3,5,1,14
2,49,4,7,8,1,6,6,7,6,2,7,8,8,8,8,7,7,9,18,12,20,1,5,2,1,2,1,12,6,1,6,3,3
1,59,14,7,2,1,8,8,7,7,2,11,8,7,7,7,7,7,8,14,8,30,3,5,1,1,2,1,2,1,5,2,3,10
1,29,11,7,27,2,10,10,10,10,1,1,10,10,10,10,10,10,10,12,28,30,1,5,6,3,3,8,,,2,5,2,14
1,44,40,7,8,1,9,8,8,8,2,6,8,9,9,8,8,9,8,4,28,300,1,10,4,2,2,1,8,2,3,6,4,5
2,29,40,7,8,2,8,8,8,8,2,13,7,8,7,8,8,8,7,6,28,90,1,10,5,1,2,1,8,1,4,6,10,3
2,32,5,7,8,1,7,8,7,7,3,16,7,8,5,7,8,6,7,6,28,60,1,3,1,1,2,1,8,3,4,2,3,5
2,49,40,7,10,1,6,7,8,7,3,4,5,5,5,5,5,5,5,5,8,30,4,3,1,1,2,5,,,1,2,4,9
1,48,36,7,24,1,7,7,8,8,1,9,10,10,10,10,10,10,9,18,2,10,2,3,1,1,2,1,24,3,2,6,3,11
2,43,23,7,8,2,5,5,5,5,3,11,5,5,5,5,5,5,5,18,28,14,3,3,1,1,1,1,28,,4,1,2,4
1,38,23,7,25,2,7,7,7,7,2,13,7,7,7,7,7,7,7,5,8,20,2,1,1,1,2,1,8,3,1,2,4,10
1,34,13,7,2,1,7,8,8,7,2,9,8,7,7,9,8,8,8,5,28,20,2,5,2,1,2,1,2,2,3,4,3,5
2,57,43,7,8,2,4,4,4,5,3,9,5,5,4,4,5,5,4,5,24,30,2,0,3,1,2,1,24,2,3,2,7,4
1,43,11,7,25,2,6,5,6,5,3,18,6,7,6,6,5,6,5,6,8,6,1,1,1,1,2,1,8,6,3,1,8,14
2,29,12,8,9,1,7,8,8,8,2,5,6,7,7,7,7,7,7,18,28,10,2,30,4,1,1,6,,,3,2,4,9
1,38,13,7,8,2,7,6,7,6,2,8,6,7,4,6,5,7,5,1,2,60,3,2,2,1,1,1,8,6,4,1,3,14
1,50,14,7,27,2,7,7,7,7,2,11,7,7,7,7,7,7,7,18,28,20,1,1,1,1,2,1,28,,3,2,3,9
1,38,13,7,9,1,7,7,7,7,2,3,8,7,7,7,7,7,7,18,28,20,1,15,7,1,2,1,28,,3,1,3,14
2,44,40,7,25,1,8,9,9,9,2,9,7,7,7,7,7,8,8,4,8,20,1,5,3,2,1,1,8,6,3,6,8,4
2,42,8,7,27,1,7,7,7,7,2,3,7,7,7,7,7,7,7,6,28,30,3,3,1,2,3,1,28,,2,6,3,14
1,42,11,7,8,1,6,9,8,8,2,8,8,8,6,8,7,8,8,6,28,5,2,5,4,1,1,2,,,4,6,3,9
2,47,46,7,8,1,7,8,7,8,2,9,7,7,7,8,7,8,8,6,12,30,3,7,4,1,3,9,,,1,7,7,5
1,35,17,7,8,1,9,8,8,8,2,3,8,10,4,10,8,9,9,6,28,15,1,5,1,2,2,1,8,1,2,2,3,11
2,40,11,7,8,1,7,7,6,7,2,9,9,8,7,7,6,6,7,6,2,30,3,3,4,1,1,7,,,4,6,3,7
2,41,11,7,25,2,8,8,8,8,2,13,8,8,8,8,8,8,8,18,12,30,1,30,1,2,1,7,,,4,3,8,4
1,45,13,8,8,1,6,6,6,6,2,16,6,7,6,6,6,6,6,6,24,15,1,2,3,1,2,1,24,6,1,6,3,6
2,36,13,7,8,2,4,5,5,5,3,7,6,6,6,6,6,6,6,18,2,10,1,2,1,1,2,1,8,1,4,6,3,12
2,33,14,7,8,1,9,5,7,5,2,9,6,6,1,1,1,5,4,15,28,10,4,10,1,1,2,9,,,3,6,3,10
2,66,40,7,2,2,7,8,8,8,2,7,7,7,7,8,8,7,8,5,18,120,1,5,1,1,2,1,18,2,4,6,7,7
1,41,13,7,8,1,1,8,8,5,3,8,5,5,1,5,5,5,5,18,12,90,1,3,3,1,2,2,,,3,1,3,4
1,44,13,7,8,1,5,5,5,5,3,19,6,6,6,6,6,6,6,18,28,30,1,3,4,1,3,1,8,2,4,6,3,13
1,35,46,7,8,1,8,8,8,7,1,1,9,9,9,9,9,9,9,5,28,14,1,5,1,1,2,1,28,,1,6,3,7
1,36,13,7,24,2,8,7,7,8,2,11,8,8,7,7,8,7,7,14,8,7,1,5,2,1,2,1,24,1,1,1,3,7
2,30,22,7,8,2,7,7,7,8,2,8,7,7,8,7,7,7,7,14,28,1,1,10,1,1,3,8,,,1,6,6,7
1,62,13,7,24,1,3,3,2,5,5,9,5,5,3,6,6,5,5,18,8,15,1,1,1,1,1,1,8,2,3,1,2,5
1,61,1,8,8,1,7,7,7,7,2,1,7,7,7,7,7,7,7,5,2,30,1,5,6,1,1,1,2,2,4,7,3,6
2,42,47,7,7,2,8,8,10,10,1,11,8,8,8,8,8,8,8,14,27,3,1,8,2,1,2,1,28,,1,1,2,3
1,23,15,8,2,2,8,8,8,8,2,2,6,7,8,8,8,8,8,14,8,30,1,2,1,1,1,3,,,1,1,3,3
2,54,13,7,8,1,8,8,8,8,2,16,8,8,4,8,8,9,9,18,9,60,2,10,6,1,2,1,25,2,3,1,4,6
2,42,21,7,27,1,8,8,7,8,2,10,8,7,9,6,9,7,7,14,8,30,1,1,1,1,2,1,8,1,1,6,2,9
2,38,14,7,1,1,10,10,10,10,1,1,10,10,10,10,10,10,10,1,2,30,1,10,4,1,1,1,1,1,1,1,3,2
2,53,13,7,2,1,4,6,6,4,2,11,8,7,5,8,8,8,7,18,8,30,1,2,2,1,2,1,2,4,1,6,9,14
2,34,11,7,8,2,7,7,8,8,2,19,7,8,6,6,8,8,9,5,25,20,1,2,2,2,2,1,8,2,2,6,3,5
2,24,16,7,8,2,8,7,8,8,2,19,8,9,8,8,9,8,7,18,28,30,1,3,1,1,2,7,,,1,6,3,8
2,36,11,7,8,2,7,7,8,8,2,11,7,7,7,7,7,7,7,6,28,60,2,12,1,3,1,1,28,,2,6,7,14
2,34,27,7,25,2,8,7,9,9,2,7,8,8,7,8,8,8,9,18,8,40,2,50,5,1,2,1,8,6,4,6,3,8
2,49,35,7,8,2,7,8,8,8,2,16,8,7,5,7,7,7,6,2,28,90,1,5,2,1,2,7,,,1,1,3,3
1,41,13,7,8,1,8,7,8,7,2,1,8,7,8,7,8,7,8,4,28,30,1,1,1,1,2,1,8,1,1,2,3,11
1,55,11,7,8,1,8,8,9,8,2,7,8,8,8,9,8,8,9,4,14,15,2,4,1,1,2,5,,,3,2,4,5
2,32,13,7,8,1,4,4,6,5,2,8,8,8,8,8,8,8,8,18,12,14,1,3,2,1,3,1,28,,4,1,4,4
1,43,2,7,21,2,7,7,8,7,2,1,8,8,7,8,7,8,9,6,8,20,1,10,7,1,3,1,8,6,4,2,4,7
2,31,46,7,8,1,5,5,6,5,3,1,6,6,6,6,6,6,6,18,28,14,1,50,2,1,2,1,28,,1,6,3,6
2,38,12,7,24,1,9,9,9,9,2,2,9,9,9,9,9,9,9,14,8,60,3,2,1,1,2,1,8,6,1,1,3,3
1,46,4,7,24,1,6,6,6,6,3,9,6,6,6,6,6,6,6,18,8,60,2,5,1,4,2,1,24,6,2,2,7,4
1,38,8,7,25,1,6,6,6,6,3,9,6,7,7,6,6,6,6,4,2,80,2,5,1,1,3,1,24,6,4,1,2,3
2,62,13,7,2,2,5,6,6,6,2,11,6,7,6,7,7,7,7,18,8,30,1,3,2,1,3,4,,,2,1,4,3
1,47,27,7,2,2,7,7,7,7,2,9,7,7,7,8,8,8,8,18,8,2,3,10,2,1,2,1,2,3,2,1,3,4
2,29,28,7,27,2,6,5,5,5,2,11,5,5,5,4,8,5,8,17,8,45,1,10,4,1,1,1,28,,1,4,9,2
1,43,27,7,8,2,5,6,7,7,3,10,7,7,7,6,7,7,7,18,25,15,1,3,2,2,1,1,8,6,2,1,3,8
2,35,11,7,8,2,7,7,7,7,2,8,7,7,7,7,7,7,7,18,28,30,3,3,1,1,2,1,28,,3,6,2,8
1,34,40,7,8,1,7,8,7,8,3,2,4,5,4,6,4,6,4,18,28,60,3,3,4,2,3,1,28,,1,4,3,3
2,26,13,7,8,2,7,7,6,7,2,7,7,7,7,7,7,7,7,18,28,15,1,5,2,1,2,1,8,1,1,2,7,5
2,24,17,7,27,2,9,8,8,8,2,11,7,7,8,8,8,8,9,18,28,20,3,2,1,2,2,2,,,2,1,9,2
2,53,15,7,8,1,10,10,10,10,1,16,10,9,9,10,10,10,10,15,28,30,1,5,2,1,2,9,,,1,8,7,1
1,38,27,7,24,1,4,6,5,5,3,4,6,5,5,5,5,5,6,18,8,5,2,3,2,1,2,1,25,3,4,2,3,5
1,38,11,7,2,2,5,5,5,5,3,15,5,5,5,5,5,5,5,5,8,20,5,1,1,1,2,1,8,6,3,1,3,6
2,32,4,8,8,1,5,5,5,5,3,7,6,6,6,6,6,6,6,14,28,5,1,2,1,1,1,1,28,,3,2,7,7
1,35,14,7,8,1,6,5,8,5,2,7,7,8,5,6,6,6,8,18,28,30,3,3,1,2,2,1,8,2,2,2,4,6
1,53,4,7,2,1,6,8,6,8,2,1,7,8,8,7,6,8,8,1,4,30,1,10,3,2,2,2,,,2,1,4,8
1,30,26,7,8,2,7,7,7,7,2,10,7,7,7,7,7,7,7,6,28,30,1,1,1,1,2,1,8,1,1,2,3,7
1,51,13,7,8,2,8,8,8,8,2,9,8,8,8,8,8,8,8,18,24,90,2,5,1,3,2,1,8,1,2,6,3,9
1,38,36,8,11,1,7,9,8,8,2,5,7,8,7,7,7,8,8,6,8,30,4,3,1,1,2,1,8,6,1,2,3,11
1,32,13,7,24,2,8,8,7,8,2,18,8,7,8,7,7,7,8,2,8,30,3,5,1,1,1,9,,,4,1,3,4
2,46,13,7,8,2,8,8,8,8,2,11,5,8,5,7,7,8,8,18,28,60,1,6,1,1,3,1,8,2,1,6,3,6
2,46,14,7,25,1,7,3,1,5,5,9,4,5,3,4,8,8,5,4,8,40,1,3,1,1,2,1,25,2,3,1,3,5
2,50,14,7,2,1,6,6,6,6,3,2,6,6,6,6,6,6,6,6,8,30,4,3,4,2,2,3,,,4,2,8,6
2,30,40,8,18,2,6,8,8,7,2,7,7,9,5,10,6,10,10,18,8,30,1,3,1,3,2,1,18,3,2,5,9,2
2,41,46,7,8,1,7,7,7,7,2,16,7,7,8,7,7,6,7,18,28,30,2,5,3,4,1,1,8,3,2,1,3,14
1,42,40,7,8,1,4,6,4,7,2,4,4,7,4,7,5,6,6,5,28,5,2,5,4,2,3,1,28,,2,1,2,5
2,35,11,7,8,1,8,9,9,10,1,8,8,8,8,8,8,8,8,18,1,30,1,10,4,2,2,1,2,6,2,6,7,7
2,29,26,7,27,2,9,8,9,10,1,7,8,8,8,8,8,8,10,18,9,15,4,2,1,1,2,1,28,,3,6,6,3
2,48,13,7,8,2,6,6,6,6,2,9,6,6,6,6,6,6,6,18,28,90,2,3,1,1,2,1,8,2,1,6,7,4
2,34,1,7,8,2,7,7,7,7,2,9,7,7,6,7,7,7,7,6,28,60,2,3,1,1,2,1,8,3,1,2,2,6
1,45,23,7,8,1,7,7,7,7,2,10,7,7,5,6,6,7,7,5,12,14,2,4,1,1,3,1,8,1,1,1,3,7
2,20,4,8,8,1,10,10,10,10,1,1,10,10,10,9,10,10,10,3,28,20,1,8,1,2,2,1,28,,2,1,3,3
1,34,40,7,8,2,6,5,6,6,3,11,6,6,6,6,6,6,6,18,28,30,3,3,1,1,2,3,,,1,2,3,14
2,37,1,7,8,1,6,4,5,5,3,16,6,5,5,4,4,5,4,18,2,30,2,5,1,1,1,1,8,6,3,2,8,14
1,39,10,7,8,2,6,7,7,7,3,3,7,6,5,5,5,5,5,4,25,15,3,5,3,1,2,5,,,1,2,3,14
1,34,42,7,27,1,5,5,5,5,2,13,5,5,5,5,5,5,5,2,27,25,2,2,1,1,3,5,,,3,2,3,7
2,51,11,8,8,1,10,10,10,10,1,9,10,10,5,10,10,10,10,18,2,60,1,3,2,1,1,1,28,,4,6,7,14
1,35,14,7,8,2,7,8,8,5,3,9,6,6,6,7,5,5,6,18,25,5,3,3,1,1,2,3,,,4,2,3,6
1,57,13,7,25,2,5,5,6,6,3,10,5,5,2,8,6,6,6,18,2,15,2,5,3,1,2,1,2,2,4,1,3,5
2,20,34,7,8,2,8,8,8,8,2,13,8,8,4,10,5,8,8,3,28,30,4,2,1,1,1,1,8,3,1,2,3,4
2,34,14,7,25,2,9,9,8,8,2,9,7,7,6,8,6,7,9,14,8,60,3,3,1,1,3,2,,,1,2,7,14
2,31,13,7,25,1,5,5,5,5,3,11,6,6,6,6,6,6,6,18,9,120,1,5,3,1,2,1,24,6,1,1,4,14
1,52,13,7,8,1,5,5,6,5,3,9,6,6,5,5,5,6,6,4,2,10,1,10,1,1,3,5,,,3,2,4,11
1,31,13,7,27,2,5,5,5,5,3,9,5,5,4,5,5,5,5,18,8,30,2,2,1,1,2,1,8,10,3,1,3,4
1,38,14,7,8,2,8,10,10,10,1,10,10,10,10,10,10,10,10,18,28,365,4,3,2,1,3,1,28,,1,6,3,14
2,35,40,7,8,2,7,7,8,7,2,13,7,7,6,7,7,7,9,6,1,90,2,3,3,1,3,1,1,6,1,1,3,5
2,27,4,8,8,2,5,6,7,6,2,9,6,6,4,8,5,7,7,6,28,30,1,6,2,2,2,1,8,1,2,6,8,5
2,26,20,7,8,2,6,6,6,6,2,13,5,5,5,4,5,5,4,18,28,30,1,1,1,1,1,1,21,2,1,5,8,14
1,34,29,7,8,1,7,8,7,7,2,11,8,7,6,7,7,7,6,15,28,20,1,5,1,1,2,1,8,3,4,2,3,10
2,38,12,7,24,1,1,5,5,5,3,11,5,5,5,4,5,5,5,18,8,1,5,4,1,1,1,5,,,3,6,7,6
1,49,34,7,25,2,6,5,6,6,2,18,6,6,6,6,6,6,6,5,28,7,2,10,7,1,2,1,28,,1,1,3,9
1,31,7,8,24,2,9,9,9,8,2,11,7,7,4,8,6,7,6,18,8,30,3,3,1,2,2,10,,,2,2,3,9
1,35,13,7,8,2,5,5,5,5,3,7,5,5,4,5,5,5,5,18,28,180,4,3,3,1,3,1,8,1,3,6,3,11
1,58,6,7,9,1,7,6,6,6,3,5,6,6,7,6,6,6,6,5,11,7,7,5,1,1,2,5,,,1,1,3,7
2,27,13,7,8,2,8,7,7,7,2,16,8,7,7,7,7,7,5,4,2,15,1,3,1,1,2,1,8,1,1,1,8,3
1,34,14,7,8,1,6,6,6,6,2,11,6,6,6,7,6,7,6,18,28,3,1,3,4,1,3,1,8,3,4,6,3,14
1,65,14,7,27,2,5,4,4,4,3,7,5,5,5,5,5,5,5,18,25,60,3,1,1,2,1,1,28,,2,2,9,6
2,45,14,7,8,2,10,9,10,10,1,10,10,10,10,10,10,10,10,18,28,365,5,3,2,1,3,1,28,,1,6,3,14
2,58,17,8,10,2,5,5,5,5,3,7,6,5,5,5,5,4,5,18,8,30,2,5,1,1,1,1,10,3,2,2,7,14
2,35,23,7,12,1,6,6,6,6,3,10,6,6,4,6,6,6,6,6,8,30,1,3,1,1,3,1,8,6,3,2,7,1
1,44,27,7,8,2,7,7,7,7,3,9,7,6,7,5,5,5,5,18,28,30,3,5,3,1,3,1,8,1,1,5,3,5
2,51,24,8,8,1,7,7,7,7,2,11,7,7,7,6,7,7,7,18,28,20,6,5,1,1,2,1,28,,1,2,7,5
1,62,13,7,25,1,6,6,6,6,3,3,6,6,6,6,6,6,6,5,8,7,1,2,1,1,2,1,8,6,4,1,3,14
1,51,13,8,8,2,6,6,6,6,2,7,6,6,6,6,6,6,6,18,25,60,1,10,1,1,2,1,25,2,4,6,3,10
1,41,14,7,25,1,7,7,7,7,3,13,6,6,6,6,6,6,6,18,28,3,1,3,1,1,2,1,28,,4,1,3,6
2,43,36,8,27,2,7,7,7,7,2,4,7,7,7,7,7,7,8,5,28,10,2,1,1,1,3,9,,,3,6,4,1
2,32,34,7,8,1,8,8,8,8,2,9,9,9,9,9,3,9,9,6,25,30,1,4,3,2,2,1,8,6,4,6,7,5
1,36,36,8,8,2,10,9,9,9,2,11,9,9,9,9,10,10,10,4,12,15,2,2,1,1,2,1,8,2,4,6,3,6
2,37,26,7,8,1,8,8,9,9,1,13,10,10,8,9,8,9,10,12,25,90,5,5,1,2,1,7,,,2,4,9,1
